id,Song_Name,Artist_Name,Album_Name,Genre,Price,CopyRight,Time,Released
4810,"Carried Away ( TiÌÇsto Remix ) Passion Pit Dance , Music , Trance , Electronic Album Only 4:47",,"Club Life , Vol . 3 - Stockholm",,,‰ ãÑ 2013 Musical Freedom,,18-Jun-13
4811,Champs MOGUAI ‰ ãÑ 2013 Musical Freedom 18-Jun-13,,"Club Life , Vol . 3 - Stockholm","Dance , Music , Trance , Electronic",Album Only,,5:30,
4812,"If I Lose Myself Alesso & One Republic Dance , Music , Trance , Electronic Album Only ‰ ãÑ 2013 Musical Freedom 6:51 18-Jun-13",,"Club Life , Vol . 3 - Stockholm",,,,,
4813,"Cango Club Life , Vol . 3 - Stockholm Dance , Music , Trance , Electronic ‰ ãÑ 2013 Musical Freedom 18-Jun-13",Pelari,,,$ 1.29,,6:04,
4814,"Century ( TiÌÇsto & Moska Remix ) Dance , Music , Trance , Electronic Album Only",TiÌÇsto & Calvin Harris,"Club Life , Vol . 3 - Stockholm",,,‰ ãÑ 2013 Musical Freedom,7:39,18-Jun-13
4815,"Shocker Dance , Music , Trance , Electronic ‰ ãÑ 2013 Musical Freedom",TiÌÇsto & Dj Punish,"Club Life , Vol . 3 - Stockholm",,$ 1.29,,6:50,18-Jun-13
4816,"Back To the Acid Club Life , Vol . 3 - Stockholm $ 1.29 18-Jun-13",TiÌÇsto & MOTi,,"Dance , Music , Trance , Electronic",,‰ ãÑ 2013 Musical Freedom,5:02,
4817,"United ( TiÌÇsto & Blasterjaxx Remix ) Dance , Music , Trance , Electronic ‰ ãÑ 2013 Musical Freedom 18-Jun-13","TiÌÇsto , Quintino & Alvaro","Club Life , Vol . 3 - Stockholm",,Album Only,,6:52,
4818,"Club Life : Stockholm ( Continuous DJ Mix ) TiÌÇsto Club Life , Vol . 3 - Stockholm Dance , Music , Trance , Electronic Album Only 18-Jun-13",,,,,‰ ãÑ 2013 Musical Freedom,1:16:01,
4819,Do n't Say a Word Ellie Goulding Halcyon Days ( Deluxe Edition ) $ 1.29,,,"Pop , Music , Dance , Rock",,‰ ãÑ 2013 Polydor Ltd. ( UK ),4:07,27-Aug-13
4820,My Blood $ 1.29,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",,‰ ãÑ 2013 Polydor Ltd. ( UK ),3:54,27-Aug-13
4821,"Anything Could Happen Pop , Music , Dance , Rock",Ellie Goulding,Halcyon Days ( Deluxe Edition ),,$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),4:46,27-Aug-13
4822,Only You ‰ ãÑ 2013 Polydor Ltd. ( UK ) 3:50 27-Aug-13,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",$ 1.29,,,
4823,Halcyon Ellie Goulding $ 1.29 ‰ ãÑ 2013 Polydor Ltd. ( UK ),,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",,,3:24,27-Aug-13
4824,Figure 8 Ellie Goulding Halcyon Days ( Deluxe Edition ) ‰ ãÑ 2013 Polydor Ltd. ( UK ) 4:07,,,"Pop , Music , Dance , Rock",$ 1.29,,,27-Aug-13
4825,"Joy Ellie Goulding Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock 27-Aug-13",,,,$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),3:13,
4826,Hanging On Ellie Goulding 27-Aug-13,,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),3:21,
4827,"Explosions Ellie Goulding Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock ‰ ãÑ 2013 Polydor Ltd. ( UK ) 4:03 27-Aug-13",,,,$ 1.29,,,
4828,I Know You Care Album Only ‰ ãÑ 2013 Polydor Ltd. ( UK ) 3:26 27-Aug-13,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",,,,
4829,"Atlantis Ellie Goulding Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock 3:52 27-Aug-13",,,,$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),,
4830,"Dead In the Water Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock 27-Aug-13",Ellie Goulding,,,$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),4:43,
4831,I Need Your Love ( feat . Ellie Goulding ) [ Bonus Track ] Calvin Harris Halcyon Days ( Deluxe Edition ) ‰ ãÑ 2013 Polydor Ltd. ( UK ) 27-Aug-13,,,"Pop , Music , Dance , Rock",Album Only,,3:54,
4832,"Ritual Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock 3:50 27-Aug-13",Ellie Goulding,,,$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),,
4833,In My City $ 1.29,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",,‰ ãÑ 2013 Polydor Ltd. ( UK ),3:19,27-Aug-13
4834,"Without Your Love Ellie Goulding Pop , Music , Dance , Rock 4:19 27-Aug-13",,Halcyon Days ( Deluxe Edition ),,$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),,
4835,Hanging On ( feat . Tinie Tempah ) ‰ ãÑ 2013 Polydor Ltd. ( UK ) 4:13,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",$ 1.29,,,27-Aug-13
4836,Lights Ellie Goulding $ 1.29 27-Aug-13,,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",,‰ ãÑ 2013 Polydor Ltd. ( UK ),3:30,
4837,Goodness Gracious ‰ ãÑ 2013 Polydor Ltd. ( UK ) 3:46,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",$ 1.29,,,27-Aug-13
4838,"You My Everything Ellie Goulding Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock $ 1.29 27-Aug-13",,,,,‰ ãÑ 2013 Polydor Ltd. ( UK ),3:29,
4839,"Hearts Without Chains Ellie Goulding Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock $ 1.29 ‰ ãÑ 2013 Polydor Ltd. ( UK ) 3:45 27-Aug-13",,,,,,,
4840,"Stay Awake Ellie Goulding & Madeon Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock 27-Aug-13",,,,$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),3:26,
4841,"Under Control Ellie Goulding Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock $ 1.29 4:06",,,,,‰ ãÑ 2013 Polydor Ltd. ( UK ),,27-Aug-13
4842,Flashlight ‰ ãÑ 2013 Polydor Ltd. ( UK ) 3:33,Ellie Goulding & DJ Fresh,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",Album Only,,,27-Aug-13
4843,"How Long Will I Love You ( Bonus Track ) Halcyon Days ( Deluxe Edition ) Pop , Music , Dance , Rock $ 1.29 ‰ ãÑ 2013 Polydor Ltd. ( UK ) 2:34",Ellie Goulding,,,,,,27-Aug-13
4844,Tessellate ( Bonus Track ) Ellie Goulding Halcyon Days ( Deluxe Edition ) ‰ ãÑ 2013 Polydor Ltd. ( UK ) 27-Aug-13,,,"Pop , Music , Dance , Rock",$ 1.29,,3:56,
4845,Midas Touch ( Bonus Track ) Ellie Goulding & Burns Halcyon Days ( Deluxe Edition ) Album Only ‰ ãÑ 2013 Polydor Ltd. ( UK ),,,"Pop , Music , Dance , Rock",,,3:45,27-Aug-13
4846,Anything Could Happen ( Blood Diamonds Remix ) Ellie Goulding $ 1.29 27-Aug-13,,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",,‰ ãÑ 2013 Polydor Ltd. ( UK ),4:58,
4847,"Roar ( DallasK Remix ) Katy Perry Dance ( RED ) Save Lives , Vol . 2 3:59 25-Nov-13",,,"Dance , Music",Album Only,‰ ãÑ 2013 Priority Records,,
4848,Every Teardrop Is a Waterfall ( Coldplay vs. Swedish House Mafia ) Album Only 25-Nov-13,Coldplay,"Dance ( RED ) Save Lives , Vol . 2","Dance , Music",,‰ ãÑ 2013 Priority Records,6:49,
4849,"Bubble Butt ( feat . Bruno Mars , Tyga & Mystic ) [ Flosstradamus Remix ] Dance ( RED ) Save Lives , Vol . 2 Dance , Music 25-Nov-13",Major Lazer,,,Album Only,‰ ãÑ 2013 Priority Records,2:42,
4850,"Celebrate ( Tommy Trash Remix ) Empire of the Sun & Tommy Trash Dance ( RED ) Save Lives , Vol . 2",,,"Dance , Music",Album Only,‰ ãÑ 2013 Priority Records,3:22,25-Nov-13
4851,"Madonna vs. Avicii ‰ ÛÒ Girl Gone Wild ( AVICII 's UMF Mix ) Dance ( RED ) Save Lives , Vol . 2 Album Only",Madonna,,"Dance , Music",,‰ ãÑ 2013 Priority Records,5:16,25-Nov-13
4852,Sun Is Shining ( Jesse Rose 's ` Bootleg ' Mix ) 25-Nov-13,Bob Marley & The Wailers,"Dance ( RED ) Save Lives , Vol . 2","Dance , Music",Album Only,‰ ãÑ 2013 Priority Records,5:46,
4853,"I Need Your Love ( feat . Ellie Goulding ) [ R3hab Remix ] Calvin Harris Dance ( RED ) Save Lives , Vol . 2 Album Only 4:04",,,"Dance , Music",,‰ ãÑ 2013 Priority Records,,25-Nov-13
4854,"Higher State of Dada Land Dance ( RED ) Save Lives , Vol . 2 Dance , Music Album Only 25-Nov-13",Dada Life & Josh Wink,,,,‰ ãÑ 2013 Priority Records,4:21,
4855,"Give It 2 U ( feat . Kendrick Lamar ) [ Benny Benassi Remix ] Dance , Music 25-Nov-13",Robin Thicke,"Dance ( RED ) Save Lives , Vol . 2",,Album Only,‰ ãÑ 2013 Priority Records,3:39,
4856,"Kangaroo Court ( Robert DeLong Remix ) Dance , Music ‰ ãÑ 2013 Priority Records 2:56 25-Nov-13",Capital Cities,"Dance ( RED ) Save Lives , Vol . 2",,Album Only,,,
4857,"Waiting Game ( Kaytranada Edition ) Dance ( RED ) Save Lives , Vol . 2 Dance , Music Album Only ‰ ãÑ 2013 Priority Records",Banks,,,,,4:36,25-Nov-13
4858,"Infinite Daps Dance , Music",Baauer & RL Grime,"Dance ( RED ) Save Lives , Vol . 2",,Album Only,‰ ãÑ 2013 Priority Records,4:32,25-Nov-13
4859,"Broken Promise Land ( Giorgio Moroder Remix & Vocoder ) Dance ( RED ) Save Lives , Vol . 2 Album Only",Claire,,"Dance , Music",,‰ ãÑ 2013 Priority Records,4:22,25-Nov-13
4860,"Buzzcut ( Popeska Remix ) Bingo Players Dance , Music",,"Dance ( RED ) Save Lives , Vol . 2",,Album Only,‰ ãÑ 2013 Priority Records,2:59,25-Nov-13
4861,"All Night ( Crookers Remix ) Icona Pop Dance ( RED ) Save Lives , Vol . 2 ‰ ãÑ 2013 Priority Records 3:27 25-Nov-13",,,"Dance , Music",Album Only,,,
4862,"Love & Run ( feat.Teddy Geiger ) [ MOTi Remix ] Dance ( RED ) Save Lives , Vol . 2 Dance , Music 3:05","TiÌÇsto , Baggi Begovic , Jason Taylor & Mark Alston",,,Album Only,‰ ãÑ 2013 Priority Records,,25-Nov-13
4863,"The Veldt ( feat . Chris James ) [ Edit ] Dance ( RED ) Save Lives , Vol . 2 ‰ ãÑ 2013 Priority Records 6:28",deadmau5 vs. Eric Prydz,,"Dance , Music",Album Only,,,25-Nov-13
4864,"Hey Now ( feat . Kyle ) [ Pierce Fulton Remix ] Martin Solveig & The Cataracs Dance ( RED ) Save Lives , Vol . 2 Dance , Music Album Only 3:40",,,,,‰ ãÑ 2013 Priority Records,,25-Nov-13
4865,"Voltage Dance ( RED ) Save Lives , Vol . 2 Dance , Music Album Only 25-Nov-13",Gorgon City,,,,‰ ãÑ 2013 Priority Records,3:13,
4866,"Slow Motion ( feat . HAERTS ) Dance ( RED ) Save Lives , Vol . 2 Dance , Music Album Only 25-Nov-13",Felix Cartal,,,,‰ ãÑ 2013 Priority Records,3:38,
4867,"Hot Shots ( feat . VICE ) [ RED Version ] Rebecca & Fiona Dance ( RED ) Save Lives , Vol . 2 Dance , Music ‰ ãÑ 2013 Priority Records",,,,Album Only,,3:11,25-Nov-13
4868,"Deep Into Black ( feat . Underdown ) [ Club Mix ] Dance ( RED ) Save Lives , Vol . 2 Album Only ‰ ãÑ 2013 Priority Records 3:43 25-Nov-13",Tritonal,,"Dance , Music",,,,
4869,"Skydive ( feat . Maiday ) [ Candyland Remix ] Chuckie Dance ( RED ) Save Lives , Vol . 2 Dance , Music Album Only 25-Nov-13",,,,,‰ ãÑ 2013 Priority Records,3:02,
4870,"There Will Be No Rain ( Kill Paris Remix ) Far East Movement Dance ( RED ) Save Lives , Vol . 2 3:44 25-Nov-13",,,"Dance , Music",Album Only,‰ ãÑ 2013 Priority Records,,
4871,"Cracks in Mr. Perfect R.E.D. ( Deluxe Edition ) R&B / Soul , Music ‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc. 4:56",Ne-Yo,,,$ 1.29,,,6-Nov-12
4872,"Lazy Love Ne-Yo R&B / Soul , Music $ 1.29 6-Nov-12",,R.E.D. ( Deluxe Edition ),,,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",3:16,
4873,"Let Me Love You ( Until You Learn to Love Yourself ) Ne-Yo R.E.D. ( Deluxe Edition ) R&B / Soul , Music 4:11 6-Nov-12",,,,$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",,
4874,"Miss Right Ne-Yo R.E.D. ( Deluxe Edition ) R&B / Soul , Music 6-Nov-12",,,,$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",3:49,
4875,"Jealous Ne-Yo R&B / Soul , Music $ 1.29 ‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc. 4:07 6-Nov-12",,R.E.D. ( Deluxe Edition ),,,,,
4876,Do n't Make Em Like You ( feat . Wiz Khalifa ) Ne-Yo R.E.D. ( Deluxe Edition ) 4:09,,,"R&B / Soul , Music",$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",,6-Nov-12
4877,"Be the One Ne-Yo R&B / Soul , Music 3:47 6-Nov-12",,R.E.D. ( Deluxe Edition ),,$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",,
4878,"Stress Reliever Ne-Yo R.E.D. ( Deluxe Edition ) R&B / Soul , Music 3:35",,,,$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",,6-Nov-12
4879,"She Is ( feat . Tim McGraw ) R&B / Soul , Music 3:26 6-Nov-12",Ne-Yo,R.E.D. ( Deluxe Edition ),,$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",,
4880,"Carry On ( Her Letter to Him ) ‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc. 3:56",Ne-Yo,R.E.D. ( Deluxe Edition ),"R&B / Soul , Music",$ 1.29,,,6-Nov-12
4881,Forever Now 3:41 6-Nov-12,Ne-Yo,R.E.D. ( Deluxe Edition ),"R&B / Soul , Music",$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",,
4882,"Shut Me Down Ne-Yo R&B / Soul , Music $ 1.29 ‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",,R.E.D. ( Deluxe Edition ),,,,3:41,6-Nov-12
4883,"Unconditional R.E.D. ( Deluxe Edition ) R&B / Soul , Music $ 1.29 6-Nov-12",Ne-Yo,,,,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",4:38,
4884,"Should Be You ( feat . Fabolous , Diddy ) Ne-Yo R.E.D. ( Deluxe Edition ) R&B / Soul , Music $ 1.29 4:15 6-Nov-12",,,,,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",,
4885,"My Other Gun R&B / Soul , Music $ 1.29",Ne-Yo,R.E.D. ( Deluxe Edition ),,,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",3:18,6-Nov-12
4886,"Alone With You ( Maddie 's Song ) ‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc. 4:58",Ne-Yo,R.E.D. ( Deluxe Edition ),"R&B / Soul , Music",$ 1.29,,,6-Nov-12
4887,"Let 's Go ( feat . Ne-Yo ) Calvin Harris R.E.D. ( Deluxe Edition ) ‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc. 3:53 6-Nov-12",,,"R&B / Soul , Music",Album Only,,,
4888,"Burning Up Ne-Yo R.E.D. ( Deluxe Edition ) R&B / Soul , Music",,,,$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",3:33,6-Nov-12
4889,Rock the Beat II 1:53,LMFAO,Sorry for Party Rocking ( Deluxe Version ),"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",$ 1.29,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",,21-Jun-11
4890,Sorry for Party Rocking Sorry for Party Rocking ( Deluxe Version ) $ 1.29 3:23,LMFAO,,"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",,21-Jun-11
4891,"Party Rock Anthem ( feat . Lauren Bennett & GoonRock ) Sorry for Party Rocking ( Deluxe Version ) Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap $ 1.29",LMFAO,,,,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",4:22,21-Jun-11
4892,Sexy and I Know It 3:19,LMFAO,Sorry for Party Rocking ( Deluxe Version ),"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",$ 1.29,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",,21-Jun-11
4893,"Champagne Showers ( feat . Natalia Kills ) Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap ‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records 4:24 21-Jun-11",LMFAO,Sorry for Party Rocking ( Deluxe Version ),,$ 1.29,,,
4894,"One Day Sorry for Party Rocking ( Deluxe Version ) Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap ‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records 21-Jun-11",LMFAO,,,$ 1.29,,3:17,
4895,"Put That a $ $ to Work LMFAO Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap 21-Jun-11",,Sorry for Party Rocking ( Deluxe Version ),,$ 1.29,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",3:56,
4896,"Take It to the Hole ( feat . Busta Rhymes ) LMFAO Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap $ 1.29 ‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",,Sorry for Party Rocking ( Deluxe Version ),,,,3:36,21-Jun-11
4897,We Came Here to Party ( feat . GoonRock ) LMFAO Sorry for Party Rocking ( Deluxe Version ) $ 1.29 21-Jun-11,,,"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",3:46,
4898,"Reminds Me of You LMFAO & Calvin Harris Sorry for Party Rocking ( Deluxe Version ) Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap 21-Jun-11",,,,$ 1.29,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",3:47,
4899,"Best Night ( feat . will.i.am , GoonRock & Eva Simons ) Sorry for Party Rocking ( Deluxe Version ) Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap ‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records 5:00 21-Jun-11",LMFAO,,,$ 1.29,,,
4900,"All Night Long ( feat . Lisa ) Sorry for Party Rocking ( Deluxe Version ) ‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records 3:47",LMFAO,,"Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap",$ 1.29,,,21-Jun-11
4901,"With You Sorry for Party Rocking ( Deluxe Version ) Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap $ 1.29 21-Jun-11",LMFAO,,,,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",4:13,
4902,"Hot Dog LMFAO Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap ‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records 21-Jun-11",,Sorry for Party Rocking ( Deluxe Version ),,$ 1.29,,2:26,
4903,"Party Rock Anthem ( Benny Benassi Remix ) [ feat . Lauren Bennett & GoonRock ] { Bonus Track } LMFAO Pop , Music , R&B / Soul,Electronic,Dance,Rock,Hip-Hop / Rap , Rap Album Only",,Sorry for Party Rocking ( Deluxe Version ),,,"‰ ãÑ 2011 Foo & Blu , LLC under exclusive License to Interscope Records",6:16,21-Jun-11
4904,Flat On the Floor Carrie Underwood $ 1.29 22-Oct-07,,Carnival Ride,"Country , Music , Rock , Pop , Contemporary Country",,‰ ãÑ 2007 19 Recordings Limited,3:19,
4905,"All-American Girl Country , Music , Rock , Pop , Contemporary Country 3:33",Carrie Underwood,Carnival Ride,,$ 1.29,‰ ãÑ 2007 19 Recordings Limited,,22-Oct-07
4906,So Small Carrie Underwood Carnival Ride 22-Oct-07,,,"Country , Music , Rock , Pop , Contemporary Country",$ 1.29,‰ ãÑ 2007 19 Recordings Limited,3:46,
4907,Just a Dream Carnival Ride $ 1.29,Carrie Underwood,,"Country , Music , Rock , Pop , Contemporary Country",,‰ ãÑ 2007 19 Recordings Limited,4:47,22-Oct-07
4908,Get Out of This Town Carnival Ride ‰ ãÑ 2007 19 Recordings Limited 3:03,Carrie Underwood,,"Country , Music , Rock , Pop , Contemporary Country",$ 0.99,,,22-Oct-07
4909,"Crazy Dreams Country , Music , Rock , Pop , Contemporary Country $ 0.99",Carrie Underwood,Carnival Ride,,,‰ ãÑ 2007 19 Recordings Limited,3:38,22-Oct-07
4910,"I Know You Wo n't Carnival Ride Country , Music , Rock , Pop , Contemporary Country 22-Oct-07",Carrie Underwood,,,$ 0.99,‰ ãÑ 2007 19 Recordings Limited,4:21,
4911,Last Name Carrie Underwood Carnival Ride $ 1.29 4:02,,,"Country , Music , Rock , Pop , Contemporary Country",,‰ ãÑ 2007 19 Recordings Limited,,22-Oct-07
4912,"You Wo n't Find This Carrie Underwood Country , Music , Rock , Pop , Contemporary Country ‰ ãÑ 2007 19 Recordings Limited 22-Oct-07",,Carnival Ride,,$ 0.99,,3:21,
4913,"I Told You So Carnival Ride Country , Music , Rock , Pop , Contemporary Country",Carrie Underwood,,,$ 1.29,‰ ãÑ 2007 19 Recordings Limited,4:19,22-Oct-07
4914,"The More Boys I Meet Carrie Underwood Carnival Ride Country , Music , Rock , Pop , Contemporary Country $ 1.29 ‰ ãÑ 2007 19 Recordings Limited",,,,,,3:34,22-Oct-07
4915,"Twisted Carrie Underwood Country , Music , Rock , Pop , Contemporary Country $ 0.99 3:57 22-Oct-07",,Carnival Ride,,,‰ ãÑ 2007 19 Recordings Limited,,
4916,Wheel of the World Carnival Ride $ 0.99 4:42,Carrie Underwood,,"Country , Music , Rock , Pop , Contemporary Country",,‰ ãÑ 2007 19 Recordings Limited,,22-Oct-07
4917,"Renegade Runaway Country , Music , Rock Album Only",Carrie Underwood,Storyteller,,,"‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",--,
4918,"Dirty Laundry Carrie Underwood Storyteller Country , Music , Rock Album Only ‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",,,,,,--,
4919,"Church Bells Carrie Underwood ‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment --",,Storyteller,"Country , Music , Rock",Album Only,,,
4920,"Heartbeat Carrie Underwood ‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",,Storyteller,"Country , Music , Rock",Album Only,,--,
4921,"Smoke Break Carrie Underwood Storyteller Country , Music , Rock 3:19",,,,$ 1.29,"‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",,
4922,"Choctaw County Affair Carrie Underwood Country , Music , Rock Album Only",,Storyteller,,,"‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",--,
4923,"Like I 'll Never Love You Again Carrie Underwood Storyteller Album Only ‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",,,"Country , Music , Rock",,,--,
4924,"Chaser Carrie Underwood Album Only ‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment --",,Storyteller,"Country , Music , Rock",,,,
4925,"Relapse Carrie Underwood Storyteller Country , Music , Rock ‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",,,,Album Only,,--,
4926,"Clock Do n't Stop Storyteller ‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment --",Carrie Underwood,,"Country , Music , Rock",Album Only,,,
4927,"The Girl You Think I Am Carrie Underwood Album Only ‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",,Storyteller,"Country , Music , Rock",,,--,
4928,"Mexico Album Only ‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",Carrie Underwood,Storyteller,"Country , Music , Rock",,,--,
4929,What I Never Knew I Always Wanted Carrie Underwood --,,Storyteller,"Country , Music , Rock",Album Only,"‰ ãÑ 2015 19 Recordings Limited , under exclusive license to Sony Music Nashville , a division of Sony Music Entertainment",,
4930,"Cowboy Casanova Carrie Underwood Play On Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock $ 1.29 ‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville 3-Nov-09",,,,,,3:55,
4931,"Quitter Carrie Underwood Play On Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock $ 1.29 ‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville",,,,,,3:40,3-Nov-09
4932,Mama 's Song $ 1.29 4:00 3-Nov-09,Carrie Underwood,Play On,"Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock",,"‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville",,
4933,"Change Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock ‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville 3:13 3-Nov-09",Carrie Underwood,Play On,,$ 1.29,,,
4934,Undo It,Carrie Underwood,Play On,"Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock",$ 1.29,"‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville",2:58,3-Nov-09
4935,"Someday When I Stop Loving You Carrie Underwood Country , Music , Pop , Adult Contemporary , Contemporary Country , Rock $ 1.29 ‰ ãÑ 2009 19 Recordings Limited , under exclusive license to Arista Nashville 3-Nov-09",,Play On,,,,4:03,
